
for bug 376354 .....................................................................Dani Megert Recommendation  Score: 37098.449887461655
Mike M Recommendation  Score: 23.204495501944898
Mihai Danila Recommendation  Score: 22.74334232470042
Micha Riser Recommendation  Score: 20.21627365993685
Michael  Paetzold Recommendation  Score: 19.31431646932383
Martin Nilsson Recommendation  Score: 18.574534161490842
akrieg Recommendation  Score: 18.002239107294653
Phil Hunt Recommendation  Score: 17.730237154148913
Ivan Recommendation  Score: 17.505365853649916
butthep Recommendation  Score: 17.47127555987785
misja Recommendation  Score: 17.121183206107798
Daniel Wacher Recommendation  Score: 16.769158878509682
Robin Rosenberg Recommendation  Score: 16.43335603682256
Soren Mathiasen Recommendation  Score: 15.899722970808986
Ira Fishbein Recommendation  Score: 15.821324681640668
William R. Burdick Jr. Recommendation  Score: 15.547149313403235
Mateus Krepsky Ludwich Recommendation  Score: 13.428231525075322
Eugene Kalitsko Recommendation  Score: 8.841698841699973
Thorbjørn Ravn Andersen Recommendation  Score: 8.034280936453229
Victor Recommendation  Score: 7.453213995117386
Jeremy Brown Recommendation  Score: 1.771403353927703

top n is: 1000
Preccission is: 0.0
Recall is : 0.0
GT is is : 2

for bug 394721 .....................................................................Markus Keller Recommendation  Score: 43762.53115239469
Srikanth Sankaran Recommendation  Score: 24470.6003524857
Jay Arthanareeswaran Recommendation  Score: 24277.190495132585
Dani Megert Recommendation  Score: 21130.0378794073
Stephan Herrmann Recommendation  Score: 17724.792422715476
Olivier Thomann Recommendation  Score: 12376.63345752477
Ayushman Jain Recommendation  Score: 11729.539292813015
Deepak Azad Recommendation  Score: 6926.674157817046
Frederic Fusier Recommendation  Score: 3894.735112736961
Raksha Vasisht Recommendation  Score: 2249.0824729391898
Remy Suen Recommendation  Score: 1276.7548606635946
Kent Johnson Recommendation  Score: 1210.917240900895
David Audel Recommendation  Score: 826.4492527639284
Darin Wright Recommendation  Score: 380.9131578348479
Terry Parker Recommendation  Score: 317.48804372263334
Kim Moir Recommendation  Score: 270.9243244398644
Walter Harley Recommendation  Score: 230.97878712491016
Benno Baumgartner Recommendation  Score: 126.71723473617637
Szymon Brandys Recommendation  Score: 117.79016840205946
Rémi Forax Recommendation  Score: 115.57577915660232
Robert Munteanu Recommendation  Score: 101.81449109296656
Daniel Le Berre Recommendation  Score: 48.86523824783765
pesckal Recommendation  Score: 47.188553459785936
utilisateur_768 Recommendation  Score: 42.659912859541954
CDE Administration Recommendation  Score: 39.57473162671915
Dietmar Hechensteiner Recommendation  Score: 35.931090113376214
Gábor Bakos Recommendation  Score: 30.093539365281888
"Z" Zorzella Recommendation  Score: 29.34849453520902
daolaf Recommendation  Score: 23.92400000000815
Samantha Chan Recommendation  Score: 21.09123521747876
Mihai Danila Recommendation  Score: 19.30445172887775
Michael  Paetzold Recommendation  Score: 16.675650557619417
Micha Riser Recommendation  Score: 16.56205624766991
Martin Nilsson Recommendation  Score: 16.1283910876708
akrieg Recommendation  Score: 15.72947695701987
Phil Hunt Recommendation  Score: 15.481449525454355
Ivan Recommendation  Score: 15.309726962452583
butthep Recommendation  Score: 15.296675191813758
misja Recommendation  Score: 15.027638190958351
Daniel Wacher Recommendation  Score: 14.743631881678054
Robin Rosenberg Recommendation  Score: 14.564612387132476
Mike M Recommendation  Score: 14.449573089052421
Soren Mathiasen Recommendation  Score: 14.078348878013193
Ira Fishbein Recommendation  Score: 13.42663160672864
William R. Burdick Jr. Recommendation  Score: 12.498340698742803
Mateus Krepsky Ludwich Recommendation  Score: 11.139718178836498
Eugene Kalitsko Recommendation  Score: 7.743026204563484
Thorbjørn Ravn Andersen Recommendation  Score: 7.154877140728333
Victor Recommendation  Score: 6.656976744185031
Jeremy Brown Recommendation  Score: 1.5679687499999446

top n is: 1000
Preccission is: 0.0
Recall is : 0.0
GT is is : 4

for bug 395071 .....................................................................Jay Arthanareeswaran Recommendation  Score: 38966.2119444053
Srikanth Sankaran Recommendation  Score: 30295.16650931252
Markus Keller Recommendation  Score: 24256.077608200354
Dani Megert Recommendation  Score: 20371.010878465437
Olivier Thomann Recommendation  Score: 12286.74278104225
Stephan Herrmann Recommendation  Score: 12120.454066752684
Ayushman Jain Recommendation  Score: 11571.898333850735
Deepak Azad Recommendation  Score: 6684.565420859865
Frederic Fusier Recommendation  Score: 3873.136088025943
Raksha Vasisht Recommendation  Score: 2228.187586855698
Remy Suen Recommendation  Score: 1265.0807620506916
Kent Johnson Recommendation  Score: 1205.9421203302204
David Audel Recommendation  Score: 822.8124489767129
Darin Wright Recommendation  Score: 378.88136048411883
Terry Parker Recommendation  Score: 313.75080976908106
Kim Moir Recommendation  Score: 268.8782441221482
Walter Harley Recommendation  Score: 229.335616454851
Benno Baumgartner Recommendation  Score: 126.00530695923105
Szymon Brandys Recommendation  Score: 116.8905415658626
Rémi Forax Recommendation  Score: 114.86862478090264
Robert Munteanu Recommendation  Score: 97.34498864508538
Daniel Le Berre Recommendation  Score: 48.50064684918577
pesckal Recommendation  Score: 46.81771758779541
utilisateur_768 Recommendation  Score: 42.44842530668535
CDE Administration Recommendation  Score: 39.38609893285176
Dietmar Hechensteiner Recommendation  Score: 35.72931831596031
Gábor Bakos Recommendation  Score: 29.896404268568425
"Z" Zorzella Recommendation  Score: 29.228892804481298
daolaf Recommendation  Score: 23.765562913911936
Samantha Chan Recommendation  Score: 21.006042678515797
Mihai Danila Recommendation  Score: 19.205677952802706
Michael  Paetzold Recommendation  Score: 16.59851988899129
Micha Riser Recommendation  Score: 16.451042592264983
Martin Nilsson Recommendation  Score: 16.041873893924702
akrieg Recommendation  Score: 15.66222111083394
Phil Hunt Recommendation  Score: 15.414948453615832
Ivan Recommendation  Score: 15.244689889546766
butthep Recommendation  Score: 15.21882951654455
misja Recommendation  Score: 14.952499999994535
Daniel Wacher Recommendation  Score: 14.683306055649515
Robin Rosenberg Recommendation  Score: 14.502738292366205
Mike M Recommendation  Score: 14.297027972025674
Soren Mathiasen Recommendation  Score: 14.012382903979088
Ira Fishbein Recommendation  Score: 13.354058276773188
William R. Burdick Jr. Recommendation  Score: 12.415925925927647
Mateus Krepsky Ludwich Recommendation  Score: 11.075516327674611
Eugene Kalitsko Recommendation  Score: 7.710437710437922
Thorbjørn Ravn Andersen Recommendation  Score: 7.125636530411381
Victor Recommendation  Score: 6.628075253256535
Jeremy Brown Recommendation  Score: 1.5618677042801503

top n is: 3
Preccission is: 0.2
Recall is : 0.6666666666666666
GT is is : 3

for bug 388724 .....................................................................Srikanth Sankaran Recommendation  Score: 27118.099466961434
Jay Arthanareeswaran Recommendation  Score: 23857.060004075967
Markus Keller Recommendation  Score: 17593.98375508082
Dani Megert Recommendation  Score: 16689.61358315677
Ayushman Jain Recommendation  Score: 14824.04834445849
Olivier Thomann Recommendation  Score: 13930.369039858271
Stephan Herrmann Recommendation  Score: 8701.46649132171
Deepak Azad Recommendation  Score: 8295.073492457303
Frederic Fusier Recommendation  Score: 4221.454143852098
Raksha Vasisht Recommendation  Score: 2573.141042028298
Remy Suen Recommendation  Score: 1474.0523054393893
Kent Johnson Recommendation  Score: 1291.427122622327
David Audel Recommendation  Score: 878.6942592212589
Darin Wright Recommendation  Score: 412.6931405463383
Terry Parker Recommendation  Score: 388.92592396354206
Kim Moir Recommendation  Score: 305.9336983867143
Walter Harley Recommendation  Score: 261.0572392308783
Benno Baumgartner Recommendation  Score: 136.94093286869077
Szymon Brandys Recommendation  Score: 131.71403037456304
Rémi Forax Recommendation  Score: 126.96902326996357
Robert Munteanu Recommendation  Score: 121.35128989875935
Daniel Le Berre Recommendation  Score: 54.51356277498315
pesckal Recommendation  Score: 52.53066086063506
utilisateur_768 Recommendation  Score: 45.724025995700515
CDE Administration Recommendation  Score: 42.29920564869639
Dietmar Hechensteiner Recommendation  Score: 38.98098815311068
Gábor Bakos Recommendation  Score: 33.6128749115474
"Z" Zorzella Recommendation  Score: 31.34971026653383
daolaf Recommendation  Score: 26.700892857137912
Samantha Chan Recommendation  Score: 22.463920306029852
Mihai Danila Recommendation  Score: 20.988356077060445
Micha Riser Recommendation  Score: 18.310900508890754
Michael  Paetzold Recommendation  Score: 17.978957915834403
Mike M Recommendation  Score: 17.654686572872077
Martin Nilsson Recommendation  Score: 17.336231884059558
akrieg Recommendation  Score: 16.858832100705644
Phil Hunt Recommendation  Score: 16.598519888991266
Ivan Recommendation  Score: 16.40127970750153
butthep Recommendation  Score: 16.386301369856156
misja Recommendation  Score: 16.063563115494944
Daniel Wacher Recommendation  Score: 15.75329236171789
Robin Rosenberg Recommendation  Score: 15.503211074929876
Soren Mathiasen Recommendation  Score: 14.983587934779514
Ira Fishbein Recommendation  Score: 14.599202370793225
William R. Burdick Jr. Recommendation  Score: 13.945896324723101
Mateus Krepsky Ludwich Recommendation  Score: 12.24722867681484
Eugene Kalitsko Recommendation  Score: 8.289592760180968
Thorbjørn Ravn Andersen Recommendation  Score: 7.596047430832008
Victor Recommendation  Score: 7.057010785823048
Jeremy Brown Recommendation  Score: 1.6697171381031601

top n is: 3
Preccission is: 0.2
Recall is : 0.3333333333333333
GT is is : 6

for bug 375326 .....................................................................Srikanth Sankaran Recommendation  Score: 39123.275976787525
Ayushman Jain Recommendation  Score: 30426.555688911605
Dani Megert Recommendation  Score: 29420.04184413655
Markus Keller Recommendation  Score: 28696.132645187692
Jay Arthanareeswaran Recommendation  Score: 21210.796259115956
Olivier Thomann Recommendation  Score: 20008.326717277734
Deepak Azad Recommendation  Score: 18762.976260025465
Stephan Herrmann Recommendation  Score: 13334.719228211858
Frederic Fusier Recommendation  Score: 5126.747298249765
Raksha Vasisht Recommendation  Score: 3835.243873587736
Remy Suen Recommendation  Score: 2337.740914114799
Kent Johnson Recommendation  Score: 1498.5837465549325
David Audel Recommendation  Score: 1011.1642300989173
Terry Parker Recommendation  Score: 894.9000486275977
Darin Wright Recommendation  Score: 504.7092172364214
Kim Moir Recommendation  Score: 440.294749656138
Walter Harley Recommendation  Score: 344.1613326833653
Szymon Brandys Recommendation  Score: 185.06686292149232
Benno Baumgartner Recommendation  Score: 165.46627047043734
Rémi Forax Recommendation  Score: 160.9237369607005
Robert Munteanu Recommendation  Score: 95.71319389691246
Daniel Le Berre Recommendation  Score: 74.25249723346609
pesckal Recommendation  Score: 68.99352565517967
Mike M Recommendation  Score: 57.88982416336036
utilisateur_768 Recommendation  Score: 53.756797368537484
CDE Administration Recommendation  Score: 49.33602242823438
Dietmar Hechensteiner Recommendation  Score: 47.43031007754223
Gábor Bakos Recommendation  Score: 45.45262964197985
"Z" Zorzella Recommendation  Score: 36.52253655522286
daolaf Recommendation  Score: 35.182352941188
Samantha Chan Recommendation  Score: 25.988293856992893
Mihai Danila Recommendation  Score: 25.632171481832195
Micha Riser Recommendation  Score: 23.56856994997202
Michael  Paetzold Recommendation  Score: 21.462918660287674
Martin Nilsson Recommendation  Score: 20.541260704429423
akrieg Recommendation  Score: 19.813465039760302
Phil Hunt Recommendation  Score: 19.52448313384639
Ivan Recommendation  Score: 19.25214592274986
butthep Recommendation  Score: 19.210920770876825
misja Recommendation  Score: 18.78848167539514
William R. Burdick Jr. Recommendation  Score: 18.421693591334144
Daniel Wacher Recommendation  Score: 18.36540429887718
Robin Rosenberg Recommendation  Score: 17.890621008525226
Ira Fishbein Recommendation  Score: 17.837798759797433
Soren Mathiasen Recommendation  Score: 17.327690112475437
Mateus Krepsky Ludwich Recommendation  Score: 15.43426947733292
Eugene Kalitsko Recommendation  Score: 9.713679745492604
Thorbjørn Ravn Andersen Recommendation  Score: 8.711695376246148
Victor Recommendation  Score: 8.063380281690957
Jeremy Brown Recommendation  Score: 1.9298076923076857

top n is: 1
Preccission is: 0.4
Recall is : 0.6666666666666666
GT is is : 6

for bug 380188 .....................................................................Dani Megert Recommendation  Score: 60044.009476513274
Ayushman Jain Recommendation  Score: 44746.872316198984
Markus Keller Recommendation  Score: 36493.47299925652
Srikanth Sankaran Recommendation  Score: 28885.86434070221
Jay Arthanareeswaran Recommendation  Score: 22315.660671936876
Deepak Azad Recommendation  Score: 22112.031455912303
Stephan Herrmann Recommendation  Score: 19138.74145261355
Olivier Thomann Recommendation  Score: 18308.956383320983
Frederic Fusier Recommendation  Score: 4766.179210073201
Raksha Vasisht Recommendation  Score: 3245.636154483668
Remy Suen Recommendation  Score: 1907.9724186500252
Kent Johnson Recommendation  Score: 1418.4846494715825
David Audel Recommendation  Score: 960.5835802656512
Terry Parker Recommendation  Score: 590.7515558843066
Darin Wright Recommendation  Score: 466.4413832508413
Kim Moir Recommendation  Score: 377.09176293447933
Walter Harley Recommendation  Score: 311.6731952981054
Szymon Brandys Recommendation  Score: 160.1058839669838
Benno Baumgartner Recommendation  Score: 154.10884838207858
Rémi Forax Recommendation  Score: 146.90152690364624
Robert Munteanu Recommendation  Score: 91.91019274291398
Daniel Le Berre Recommendation  Score: 65.47993066263113
pesckal Recommendation  Score: 62.243242273015014
utilisateur_768 Recommendation  Score: 50.654281164170996
CDE Administration Recommendation  Score: 46.61964980548253
Dietmar Hechensteiner Recommendation  Score: 44.09814314504572
Gábor Bakos Recommendation  Score: 40.27116205555865
"Z" Zorzella Recommendation  Score: 34.518411750248816
daolaf Recommendation  Score: 31.645502645508614
Mike M Recommendation  Score: 28.968107737789346
Samantha Chan Recommendation  Score: 24.629887645224574
Mihai Danila Recommendation  Score: 23.780822906867243
Micha Riser Recommendation  Score: 21.387028627087794
Michael  Paetzold Recommendation  Score: 20.09294512878146
Martin Nilsson Recommendation  Score: 19.30371540678779
akrieg Recommendation  Score: 18.662632491406793
Phil Hunt Recommendation  Score: 18.384221311475656
Ivan Recommendation  Score: 18.142568250766594
butthep Recommendation  Score: 18.12424242424169
misja Recommendation  Score: 17.74777448070948
Daniel Wacher Recommendation  Score: 17.352998065769402
Robin Rosenberg Recommendation  Score: 16.97595580110777
Ira Fishbein Recommendation  Score: 16.55101480805962
William R. Burdick Jr. Recommendation  Score: 16.54299137115606
Soren Mathiasen Recommendation  Score: 16.438691693279345
Mateus Krepsky Ludwich Recommendation  Score: 14.139621824165799
Eugene Kalitsko Recommendation  Score: 9.160000000000368
Thorbjørn Ravn Andersen Recommendation  Score: 8.283620689656544
Victor Recommendation  Score: 7.678122380553966
Jeremy Brown Recommendation  Score: 1.8295350957155152

top n is: 4
Preccission is: 0.1
Recall is : 1.0
GT is is : 1

for bug 382713 .....................................................................Srikanth Sankaran Recommendation  Score: 42139.612250004786
Ayushman Jain Recommendation  Score: 37420.58634274627
Markus Keller Recommendation  Score: 33851.86645499547
Jay Arthanareeswaran Recommendation  Score: 27179.08797653687
Dani Megert Recommendation  Score: 23585.57957387863
Olivier Thomann Recommendation  Score: 16316.953340597589
Deepak Azad Recommendation  Score: 11662.193400356378
Stephan Herrmann Recommendation  Score: 10311.340561646457
Frederic Fusier Recommendation  Score: 4628.508274524839
Raksha Vasisht Recommendation  Score: 3053.5130611297773
Remy Suen Recommendation  Score: 1781.1071679235852
Kent Johnson Recommendation  Score: 1387.2748760035763
David Audel Recommendation  Score: 940.4824266474923
Terry Parker Recommendation  Score: 524.3070666722937
Darin Wright Recommendation  Score: 452.6822697012497
Kim Moir Recommendation  Score: 357.13465829841243
Walter Harley Recommendation  Score: 307.57789256807104
Szymon Brandys Recommendation  Score: 152.05723602975348
Benno Baumgartner Recommendation  Score: 149.72732621983792
Rémi Forax Recommendation  Score: 141.7593126109797
Robert Munteanu Recommendation  Score: 91.77560816994541
Daniel Le Berre Recommendation  Score: 62.48193914524163
pesckal Recommendation  Score: 59.640651921223586
utilisateur_768 Recommendation  Score: 49.42650769360608
CDE Administration Recommendation  Score: 45.556083650177385
Dietmar Hechensteiner Recommendation  Score: 42.78782703303991
Gábor Bakos Recommendation  Score: 38.482895384898505
"Z" Zorzella Recommendation  Score: 33.738913885983855
daolaf Recommendation  Score: 30.36040609136349
Mike M Recommendation  Score: 24.763103409158322
Samantha Chan Recommendation  Score: 24.09659081689359
Mihai Danila Recommendation  Score: 23.078961685050277
Micha Riser Recommendation  Score: 20.591204750138086
Michael  Paetzold Recommendation  Score: 19.567066521271077
Martin Nilsson Recommendation  Score: 18.808176100628284
akrieg Recommendation  Score: 18.217114855416032
Phil Hunt Recommendation  Score: 17.94299999999891
Ivan Recommendation  Score: 17.712734452122653
butthep Recommendation  Score: 17.695266272188015
misja Recommendation  Score: 17.319498069500643
Daniel Wacher Recommendation  Score: 16.959357277886916
Robin Rosenberg Recommendation  Score: 16.615176534232305
Soren Mathiasen Recommendation  Score: 16.070609639881376
Ira Fishbein Recommendation  Score: 16.055515713660125
William R. Burdick Jr. Recommendation  Score: 15.865095613885217
Mateus Krepsky Ludwich Recommendation  Score: 13.657271834498497
Eugene Kalitsko Recommendation  Score: 8.9453125
Thorbjørn Ravn Andersen Recommendation  Score: 8.11570945946042
Victor Recommendation  Score: 7.526705012323651
Jeremy Brown Recommendation  Score: 1.7903657448706054

top n is: 1
Preccission is: 0.1
Recall is : 1.0
GT is is : 1

for bug 382727 .....................................................................Srikanth Sankaran Recommendation  Score: 42223.63542187453
Ayushman Jain Recommendation  Score: 37400.40542773575
Markus Keller Recommendation  Score: 33853.72120932182
Jay Arthanareeswaran Recommendation  Score: 27277.29423787226
Dani Megert Recommendation  Score: 23558.414337073584
Olivier Thomann Recommendation  Score: 16316.57283168756
Deepak Azad Recommendation  Score: 11592.374095960966
Stephan Herrmann Recommendation  Score: 10305.934618747386
Frederic Fusier Recommendation  Score: 4626.620335520746
Raksha Vasisht Recommendation  Score: 3051.1399459824665
Remy Suen Recommendation  Score: 1780.3638283218293
Kent Johnson Recommendation  Score: 1387.2748760035763
David Audel Recommendation  Score: 940.2304856602683
Terry Parker Recommendation  Score: 524.3070666722937
Darin Wright Recommendation  Score: 452.6822697012497
Kim Moir Recommendation  Score: 357.1329463033599
Walter Harley Recommendation  Score: 307.5769345446108
Szymon Brandys Recommendation  Score: 151.92664836367837
Benno Baumgartner Recommendation  Score: 149.6837786981717
Rémi Forax Recommendation  Score: 141.7593126109797
Robert Munteanu Recommendation  Score: 91.77543587587844
Daniel Le Berre Recommendation  Score: 62.40058582032773
pesckal Recommendation  Score: 59.640651921223586
utilisateur_768 Recommendation  Score: 49.39896730008802
CDE Administration Recommendation  Score: 45.556083650177385
Dietmar Hechensteiner Recommendation  Score: 42.78782703303991
Gábor Bakos Recommendation  Score: 38.482895384898505
"Z" Zorzella Recommendation  Score: 33.738913885983855
daolaf Recommendation  Score: 30.36040609136349
Mike M Recommendation  Score: 24.763103409158322
Samantha Chan Recommendation  Score: 24.09659081689359
Mihai Danila Recommendation  Score: 23.078961685050277
Micha Riser Recommendation  Score: 20.591204750138086
Michael  Paetzold Recommendation  Score: 19.567066521271077
Martin Nilsson Recommendation  Score: 18.808176100628284
akrieg Recommendation  Score: 18.217114855416032
Phil Hunt Recommendation  Score: 17.94299999999891
Ivan Recommendation  Score: 17.712734452122653
butthep Recommendation  Score: 17.677832512321526
misja Recommendation  Score: 17.319498069500643
Daniel Wacher Recommendation  Score: 16.959357277886916
Robin Rosenberg Recommendation  Score: 16.615176534232305
Soren Mathiasen Recommendation  Score: 16.070609639881376
Ira Fishbein Recommendation  Score: 16.055515713660125
William R. Burdick Jr. Recommendation  Score: 15.865095613885217
Mateus Krepsky Ludwich Recommendation  Score: 13.657271834498497
Eugene Kalitsko Recommendation  Score: 8.9453125
Thorbjørn Ravn Andersen Recommendation  Score: 8.11570945946042
Victor Recommendation  Score: 7.526705012323651
Jeremy Brown Recommendation  Score: 1.7903657448706054

top n is: 1
Preccission is: 0.1
Recall is : 0.5
GT is is : 2

for bug 382818 .....................................................................Srikanth Sankaran Recommendation  Score: 35984.72630874291
Ayushman Jain Recommendation  Score: 29444.37105395729
Jay Arthanareeswaran Recommendation  Score: 28035.975098122846
Markus Keller Recommendation  Score: 26439.860708176653
Dani Megert Recommendation  Score: 21653.1415418484
Olivier Thomann Recommendation  Score: 16201.187517874248
Deepak Azad Recommendation  Score: 11390.647417243234
Stephan Herrmann Recommendation  Score: 10360.090280630817
Frederic Fusier Recommendation  Score: 4612.32229899072
Raksha Vasisht Recommendation  Score: 3034.7201845808686
Remy Suen Recommendation  Score: 1766.8009705813135
Kent Johnson Recommendation  Score: 1383.4705024859825
David Audel Recommendation  Score: 938.1148013555002
Terry Parker Recommendation  Score: 517.4296271334122
Darin Wright Recommendation  Score: 451.03782330500485
Kim Moir Recommendation  Score: 354.83550744439407
Walter Harley Recommendation  Score: 308.7932846299257
Szymon Brandys Recommendation  Score: 151.23210555954796
Benno Baumgartner Recommendation  Score: 149.25467786539923
Rémi Forax Recommendation  Score: 141.14420179048926
Robert Munteanu Recommendation  Score: 91.85471312765416
Daniel Le Berre Recommendation  Score: 62.13288772728505
pesckal Recommendation  Score: 59.34297561135074
utilisateur_768 Recommendation  Score: 49.2895276634401
CDE Administration Recommendation  Score: 45.42654028434623
Dietmar Hechensteiner Recommendation  Score: 42.664647712541594
Gábor Bakos Recommendation  Score: 38.272488573981526
"Z" Zorzella Recommendation  Score: 33.64394616192431
daolaf Recommendation  Score: 30.207070707071548
Mike M Recommendation  Score: 24.34676790336438
Samantha Chan Recommendation  Score: 24.031857515710154
Mihai Danila Recommendation  Score: 22.994131554001612
Micha Riser Recommendation  Score: 20.496101871105132
Michael  Paetzold Recommendation  Score: 19.503260869564187
Martin Nilsson Recommendation  Score: 18.75881743419564
akrieg Recommendation  Score: 18.162916420846145
Phil Hunt Recommendation  Score: 17.889332003980968
Ivan Recommendation  Score: 17.660433070863483
butthep Recommendation  Score: 17.64306784661049
misja Recommendation  Score: 17.286127167629516
Daniel Wacher Recommendation  Score: 16.911404335534836
Robin Rosenberg Recommendation  Score: 16.571154818055124
Soren Mathiasen Recommendation  Score: 16.034852546913683
Ira Fishbein Recommendation  Score: 16.001625413218417
William R. Burdick Jr. Recommendation  Score: 15.784359977463124
Mateus Krepsky Ludwich Recommendation  Score: 13.599282325410572
Eugene Kalitsko Recommendation  Score: 8.919182083739683
Thorbjørn Ravn Andersen Recommendation  Score: 8.095197978095111
Victor Recommendation  Score: 7.508196721313281
Jeremy Brown Recommendation  Score: 1.7855871886120442

top n is: 1
Preccission is: 0.1
Recall is : 1.0
GT is is : 1

for bug 382841 .....................................................................Srikanth Sankaran Recommendation  Score: 34966.28192658144
Jay Arthanareeswaran Recommendation  Score: 27524.22331024842
Ayushman Jain Recommendation  Score: 26842.958508003816
Markus Keller Recommendation  Score: 25765.0705778312
Dani Megert Recommendation  Score: 21089.666992519506
Olivier Thomann Recommendation  Score: 16201.121407121633
Deepak Azad Recommendation  Score: 11353.268561825093
Stephan Herrmann Recommendation  Score: 10370.350975700703
Frederic Fusier Recommendation  Score: 4610.676144870748
Raksha Vasisht Recommendation  Score: 3030.1125030025623
Remy Suen Recommendation  Score: 1766.6138067255938
Kent Johnson Recommendation  Score: 1383.4705024859825
David Audel Recommendation  Score: 937.8476356276943
Terry Parker Recommendation  Score: 517.2462897041303
Darin Wright Recommendation  Score: 451.03782330500485
Kim Moir Recommendation  Score: 354.83550744439407
Walter Harley Recommendation  Score: 308.7563673681295
Szymon Brandys Recommendation  Score: 151.02019086682984
Benno Baumgartner Recommendation  Score: 149.17746359940938
Rémi Forax Recommendation  Score: 141.14420179048926
Robert Munteanu Recommendation  Score: 91.85436418382776
Daniel Le Berre Recommendation  Score: 62.13288772728505
pesckal Recommendation  Score: 59.34297561135074
utilisateur_768 Recommendation  Score: 49.25123414016813
CDE Administration Recommendation  Score: 45.42654028434623
Dietmar Hechensteiner Recommendation  Score: 42.63347038923422
